repo_id,name,full_name,owner,stars,created_at,pushed_at,html_url,default_branch,description,archived,size_kb,engine
53329678,sequana,sequana/sequana,sequana,151,2016-03-07T14:00:07+00:00,2026-03-08T22:52:09+00:00,https://github.com/sequana/sequana,main,Sequana: a set of Snakemake NGS pipelines,false,37726,snakemake
262336126,snek5000,snek5000/snek5000,snek5000,30,2020-05-08T13:51:48+00:00,2026-01-13T14:38:55+00:00,https://github.com/snek5000/snek5000,main,:snake: Python framework for Nek5000 :rocket:,false,1994,snakemake
66378751,smsk,jlanga/smsk,jlanga,19,2016-08-23T15:19:34+00:00,2024-05-17T14:57:33+00:00,https://github.com/jlanga/smsk,master,Snakemake skeleton - Build workflows with Snakemake,false,408,snakemake
493136719,snakedoc,smutch/snakedoc,smutch,9,2022-05-17T07:12:11+00:00,2026-03-09T20:41:15+00:00,https://github.com/smutch/snakedoc,main,A Sphinx extension for Snakemake workflows,false,3626,snakemake
344768205,RDscan,dbespiatykh/RDscan,dbespiatykh,6,2021-03-05T10:01:53+00:00,2025-03-13T16:44:37+00:00,https://github.com/dbespiatykh/RDscan,master,A snakemake workflow for regions of difference discovery in Mycobacterium tuberculosis complex (MTBC) samples,false,83312,snakemake
610267492,mirflowz,zavolanlab/mirflowz,zavolanlab,6,2023-03-06T12:40:12+00:00,2026-03-01T18:58:21+00:00,https://github.com/zavolanlab/mirflowz,dev,Snakemake workflow for the mapping and quantification of miRNAs and isomiRs from miRNA-Seq libraries.,false,3920,snakemake
913777617,VIS,aweich/VIS,aweich,5,2025-01-08T10:34:26+00:00,2025-12-18T08:20:50+00:00,https://github.com/aweich/VIS,main,Snakemake workflow for the detection of vector insertion sites (VIS) in long-read sequencing data,false,11870,snakemake
89386223,pyflow-ChIPseq,crazyhottommy/pyflow-ChIPseq,crazyhottommy,132,2017-04-25T17:05:43+00:00,2026-01-01T02:36:57+00:00,https://github.com/crazyhottommy/pyflow-ChIPseq,master,a snakemake pipeline to process ChIP-seq files from GEO or in-house ,false,1016,snakemake
222068375,ngs-pipeline,tjbencomo/ngs-pipeline,tjbencomo,24,2019-11-16T08:18:44+00:00,2024-05-07T06:34:53+00:00,https://github.com/tjbencomo/ngs-pipeline,master,Pipeline for Somatic Variant Calling with WES and WGS data,false,12862,snakemake
488652522,qadabra,biocore/qadabra,biocore,13,2022-05-04T15:55:21+00:00,2024-03-22T21:58:24+00:00,https://github.com/biocore/qadabra,main,Snakemake workflow for comparison of differential abundance ranks,false,16525,snakemake
292886119,mikropml-snakemake-workflow,SchlossLab/mikropml-snakemake-workflow,SchlossLab,13,2020-09-04T15:42:46+00:00,2025-02-26T04:51:25+00:00,https://github.com/SchlossLab/mikropml-snakemake-workflow,main,Snakemake template for building reusable and scalable machine learning pipelines with mikropml ,false,7535,snakemake
955181053,snakemake-ont-basecalling,MPUSP/snakemake-ont-basecalling,MPUSP,5,2025-03-26T08:33:56+00:00,2026-01-16T12:49:55+00:00,https://github.com/MPUSP/snakemake-ont-basecalling,main,A Snakemake workflow for basecalling and demultiplexing of Oxford Nanopore data using Dorado.,false,495,snakemake
